x,psi_pinn_n1,psi_exact_n1,psi_pinn_n2,psi_exact_n2,psi_pinn_n3,psi_exact_n3,psi_pinn_n4,psi_exact_n4,psi_pinn_n5,psi_exact_n5
0.283261802575,1.098827814578e+00,1.098850331114e+00,1.383454981452e+00,1.383441613073e+00,6.427960985057e-01,6.428888690196e-01,-5.740990431228e-01,-5.740509355620e-01,-1.365642354084e+00,-1.365613274512e+00
0.284692417740,1.102816991764e+00,1.102840324813e+00,1.380761153463e+00,1.380748350876e+00,6.257535372631e-01,6.258469253292e-01,-5.972402264582e-01,-5.971923903202e-01,-1.373548001562e+00,-1.373527609049e+00
0.286123032904,1.106784299636e+00,1.106808041482e+00,1.377956327465e+00,1.377943526500e+00,6.085973897159e-01,6.086912059568e-01,-6.201877916945e-01,-6.201408403519e-01,-1.380758857409e+00,-1.380748350876e+00
0.287553648069,1.110729643431e+00,1.110753400974e+00,1.375040584331e+00,1.375027366568e+00,5.913308406666e-01,5.914248297223e-01,-6.429342987378e-01,-6.428888690196e-01,-1.387271639798e+00,-1.387271853723e+00
0.288984263233,1.114652871262e+00,1.114676323594e+00,1.372013937164e+00,1.372000106701e+00,5.739570979813e-01,5.740509355620e-01,-6.654724326347e-01,-6.654291244599e-01,-1.393083453063e+00,-1.393094823404e+00
0.290414878398,1.118553784159e+00,1.118576730100e+00,1.368876360828e+00,1.368861991498e+00,5.564793839668e-01,5.565726819586e-01,-6.877949993523e-01,-6.877543219585e-01,-1.398191786526e+00,-1.398214319483e+00
0.291845493562,1.122432153405e+00,1.122454541704e+00,1.365627829844e+00,1.365613274512e+00,5.389009258315e-01,5.389932463667e-01,-7.098949167319e-01,-7.098572463052e-01,-1.402594509127e+00,-1.402627756760e+00
0.293276108727,1.126287742944e+00,1.126309680077e+00,1.362268359698e+00,1.362254218235e+00,5.212249462312e-01,5.213158246354e-01,-7.317652015465e-01,-7.317307541256e-01,-1.406289857038e+00,-1.406332906573e+00
0.294706723891,1.130120333749e+00,1.130142067346e+00,1.358798045790e+00,1.358785094073e+00,5.034546548545e-01,5.035436304269e-01,-7.533989539233e-01,-7.533677761896e-01,-1.409276412439e+00,-1.409327897926e+00
0.296137339056,1.133929746566e+00,1.133951626097e+00,1.355217094323e+00,1.355206182325e+00,4.855932418756e-01,4.856798946329e-01,-7.747893408588e-01,-7.747613196962e-01,-1.411553073195e+00,-1.411611218434e+00
0.297567954220,1.137715859532e+00,1.137738279380e+00,1.351525840212e+00,1.351517772161e+00,4.676438739387e-01,4.677278647866e-01,-7.959295810390e-01,-7.959044705335e-01,-1.413119015049e+00,-1.413181715082e+00
